 RespId,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9
470558,A lot,None,Some,Some,None,Some,None,A lot,A lot
470559,A lot,Only a few,Some,Some,Some,Some,Only a few,A lot,Some
470560,Some,Only a few,Some,None,Some,Some,Only a few,A lot,Only a few
470561,None,Only a few,Some,A lot,Some,Only a few,Only a few,Some,Some
470562,A lot,Some,A lot,Some,Some,Some,None,A lot,A lot
470564,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Some,Some
470565,Only a few,Some,A lot,Some,Some,Some,Some,Some,Some
470567,None,Only a few,Some,A lot,Some,Some,Some,A lot,A lot
470568,Some,Some,Some,Only a few,Only a few,Some,Only a few,Some,A lot
470570,Some,Some,Some,Some,Some,Some,Some,A lot,A lot
470571,A lot,Only a few,A lot,Only a few,Some,Some,None,A lot,Only a few
470572,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few
470573,Some,Only a few,Some,Only a few,Only a few,Some,Only a few,A lot,Some
470574,A lot,Only a few,Some,None,Some,None,None,A lot,Some
470575,None,Only a few,None,Some,Only a few,None,A lot,Only a few,A lot
470576,None,Some,Only a few,Some,Only a few,Some,Only a few,A lot,Some
470577,Only a few,Some,Some,A lot,Some,Some,A lot,Only a few,A lot
480614,None,Only a few,A lot,A lot,Some,A lot,A lot,A lot,A lot
470580,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Some,Some
470581,Some,Some,Some,Some,Only a few,A lot,None,A lot,A lot
470582,A lot,Only a few,A lot,Some,Some,Only a few,None,A lot,Some
470583,A lot,Only a few,A lot,Some,A lot,Some,None,A lot,Some
480620,Only a few,Only a few,Some,Only a few,Some,Some,None,Some,A lot
470584,A lot,None,Only a few,None,None,None,None,A lot,Only a few
470585,None,Some,Some,A lot,A lot,Some,Some,Some,A lot
470586,Some,Some,A lot,None,Only a few,Only a few,None,A lot,Some
470587,None,None,Some,Some,A lot,Some,Some,A lot,A lot
470589,None,Some,Some,A lot,Some,Only a few,A lot,Some,A lot
470591,A lot,Only a few,Some,Only a few,Some,Only a few,None,A lot,Only a few
470593,Only a few,Only a few,Only a few,Only a few,Some,Some,Only a few,Some,Only a few
470595,None,Some,A lot,Some,Some,Some,Only a few,Some,A lot
470596,None,Some,Some,A lot,Some,Only a few,Some,Some,Some
470597,Some,Only a few,Only a few,Only a few,Only a few,Some,None,A lot,Some
470599,A lot,A lot,A lot,Only a few,A lot,A lot,Only a few,A lot,Some
470600,Some,Only a few,Some,Some,Some,Some,Some,Some,A lot
470601,None,Some,Some,Some,Some,Only a few,Some,None,A lot
470602,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
470605,Some,Some,Some,A lot,Some,A lot,A lot,Some,A lot
470607,A lot,,Only a few,Some,Only a few,Some,Some,Some,Some
470608,None,None,None,Some,None,Only a few,Some,Some,Some
470609,None,Only a few,A lot,A lot,A lot,A lot,Some,A lot,A lot
470612,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some,Some
470613,A lot,Some,Some,Some,Some,Some,None,Some,A lot
470614,A lot,Some,Some,Some,A lot,Some,Some,A lot,Only a few
470615,Some,None,Only a few,Some,None,Some,None,Some,Some
470617,None,None,A lot,A lot,Some,Some,None,Some,Some
470618,Some,Only a few,Some,Some,Only a few,Only a few,None,A lot,Some
470619,None,None,Only a few,A lot,Only a few,A lot,None,A lot,A lot
470621,None,None,Only a few,Some,Only a few,Some,Only a few,Some,Some
470623,Some,None,Some,Some,Some,Some,None,A lot,Some
470625,A lot,Only a few,A lot,Some,Some,Some,Only a few,A lot,A lot
470626,Some,Only a few,A lot,A lot,Some,Some,Only a few,A lot,A lot
470628,None,None,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,A lot
470629,Only a few,Only a few,Some,Only a few,None,Only a few,None,A lot,Only a few
470630,A lot,None,A lot,A lot,A lot,Only a few,None,A lot,A lot
470631,A lot,Only a few,Some,Only a few,Some,Some,None,A lot,A lot
470632,Only a few,None,Some,A lot,Only a few,Some,Some,Some,A lot
470633,Only a few,Some,Some,Some,Some,Only a few,Some,Some,Some
470634,Some,Only a few,Some,A lot,Some,Only a few,None,Some,A lot
470636,None,Only a few,None,Some,Some,Some,Some,Only a few,Some
470637,None,Only a few,Some,Some,Some,A lot,Some,Some,Some
470640,Some,Some,Some,Some,None,Some,Only a few,Some,A lot
470641,Only a few,Only a few,Some,Some,Only a few,Some,None,A lot,A lot
470643,Some,None,Some,Some,Only a few,Some,None,Some,Some
470645,A lot,Only a few,Some,Only a few,Some,Only a few,None,A lot,A lot
470646,None,Some,Only a few,Only a few,Some,Some,Some,Only a few,A lot
470647,None,Only a few,A lot,Some,Some,Some,Some,Some,A lot
470648,Some,None,Some,Only a few,Some,Only a few,None,A lot,Some
470649,Some,Some,Some,A lot,A lot,A lot,Some,Some,A lot
470650,Some,None,Only a few,Some,Some,Only a few,None,Some,Some
470651,Only a few,Only a few,Some,Only a few,Only a few,Some,Some,A lot,Some
470652,Only a few,Some,A lot,Some,Some,Only a few,Some,Some,Some
470653,A lot,Only a few,Some,Some,Some,None,Only a few,A lot,Some
470654,None,Only a few,Some,Some,Only a few,Only a few,None,Only a few,Only a few
470655,None,Only a few,Only a few,Some,Some,Some,Some,Only a few,A lot
480693,A lot,None,Only a few,None,Some,Only a few,None,A lot,A lot
470657,Some,None,Some,A lot,Only a few,A lot,None,A lot,A lot
470659,Some,Some,Some,Some,Some,Some,Some,A lot,A lot
470660,Some,Some,Some,A lot,Some,Some,Some,Some,A lot
480699,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
470662,None,Some,Some,None,A lot,A lot,Some,Some,Some
470663,None,Only a few,Some,A lot,Some,Only a few,Some,Some,A lot
470664,None,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
470665,None,Some,Only a few,Some,A lot,Only a few,Only a few,Some,Some
470666,A lot,Only a few,A lot,Only a few,Some,Some,None,A lot,A lot
470667,A lot,None,Some,Some,Some,None,None,A lot,Some
470668,Only a few,Only a few,Some,Only a few,Some,Only a few,Only a few,Only a few,Some
480708,Some,Some,Some,Only a few,Some,Only a few,Only a few,Some,Some
470670,Only a few,None,Some,Some,Only a few,Only a few,None,Some,Some
470671,None,None,Some,Some,Some,Some,Only a few,Some,Some
470673,Some,Only a few,Some,Only a few,Only a few,Some,None,A lot,A lot
470674,Some,Some,Some,Some,Some,Some,Some,Some,Some
470675,None,Only a few,Only a few,A lot,Only a few,A lot,Some,A lot,A lot
470676,None,Some,A lot,Some,A lot,A lot,Some,Some,Some
470678,A lot,Only a few,Some,Only a few,Only a few,Some,None,A lot,Some
470679,Some,Only a few,Some,Only a few,Only a few,Some,Only a few,Some,Some
470681,A lot,Some,Some,None,Some,Only a few,None,A lot,Only a few
470683,Some,Only a few,Some,Some,Some,None,None,A lot,A lot
470684,A lot,Only a few,A lot,Only a few,Only a few,A lot,None,A lot,Only a few
470685,Some,Only a few,Some,Some,Some,Some,Only a few,Some,A lot
470687,Some,None,A lot,A lot,Some,A lot,None,A lot,A lot
470689,Some,Only a few,Only a few,Some,Only a few,A lot,Only a few,A lot,Only a few
470691,Only a few,A lot,Some,A lot,Some,Some,Some,Some,Some
470692,A lot,None,Some,Some,Some,Some,None,A lot,Some
470694,None,None,None,Some,Some,Some,Some,None,Only a few
470695,None,None,None,Some,None,None,None,None,Some
470696,A lot,Only a few,Some,Some,Only a few,Only a few,None,Only a few,Some
470698,A lot,Some,A lot,Some,Some,Some,None,A lot,Some
470699,Some,None,Some,None,Some,Some,None,Some,Only a few
470700,A lot,Only a few,Some,Only a few,Only a few,Some,None,A lot,Some
470701,None,A lot,Only a few,A lot,Some,A lot,A lot,A lot,Only a few
470703,Only a few,Only a few,Only a few,Only a few,Only a few,None,Some,Only a few,Some
470705,A lot,Only a few,Some,A lot,Some,Some,Only a few,A lot,Only a few
470706,None,Only a few,Some,A lot,Some,Some,Some,Some,Some
470707,None,None,Some,Some,Some,A lot,A lot,Some,A lot
470708,None,Some,Some,Some,Some,Some,Some,Some,A lot
470711,None,A lot,A lot,A lot,Only a few,A lot,Some,A lot,A lot
470712,Some,Only a few,A lot,A lot,Some,Some,None,A lot,Some
470713,None,Some,Some,Some,Some,Some,Some,Some,A lot
480755,A lot,Some,A lot,A lot,Some,A lot,Some,A lot,A lot
470715,Some,None,Only a few,Some,Only a few,Some,None,A lot,Some
470718,Some,Some,A lot,A lot,A lot,Some,Some,Some,A lot
470719,Some,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
470720,Some,A lot,A lot,Some,A lot,A lot,A lot,Some,A lot
470721,Some,Only a few,A lot,A lot,Only a few,Some,Some,A lot,Some
470722,None,Some,Only a few,Some,Some,None,Only a few,None,Only a few
470723,,Only a few,Some,Some,A lot,A lot,Some,Some,A lot
470724,None,Only a few,Some,Only a few,Only a few,Some,Some,Only a few,Some
470725,Only a few,Only a few,Some,A lot,Some,A lot,Some,Some,A lot
470726,Only a few,Only a few,A lot,A lot,Only a few,None,Only a few,Only a few,A lot
470727,Some,Some,Some,A lot,Some,Some,Some,Some,A lot
480771,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
470729,Only a few,None,A lot,Some,None,Some,None,Some,Some
470730,None,None,Only a few,Some,A lot,A lot,Some,Only a few,A lot
470732,Only a few,Only a few,Only a few,Some,Only a few,Only a few,None,Some,A lot
470736,None,A lot,Only a few,Some,Only a few,Only a few,None,Only a few,Some
470738,Some,Only a few,A lot,A lot,A lot,Some,Some,Some,A lot
470739,None,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot
470741,None,Only a few,Some,A lot,Some,A lot,Some,Some,A lot
470742,Some,Some,A lot,Some,Some,Some,None,A lot,A lot
470743,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
470744,Only a few,None,Only a few,None,Only a few,Only a few,None,Some,A lot
470745,Only a few,Only a few,Some,A lot,Some,A lot,A lot,Some,Some
470746,Some,Only a few,Some,Some,Some,Some,Only a few,Some,A lot
470748,None,Some,Some,A lot,Some,Some,Some,Only a few,A lot
470749,None,Only a few,Some,A lot,Some,Some,Some,Some,A lot
470750,Some,Some,Some,A lot,Some,A lot,Some,Some,Some
470753,A lot,A lot,A lot,Some,A lot,Some,Some,A lot,Some
470755,Some,Some,Some,Some,Some,Some,Some,Some,Some
470756,Some,None,Only a few,Some,None,Some,None,A lot,Some
470757,A lot,Only a few,Some,None,Only a few,Only a few,None,A lot,Some
470758,None,Some,A lot,A lot,None,A lot,Some,A lot,A lot
480804,None,Only a few,A lot,A lot,Only a few,A lot,Only a few,Some,Only a few
470759,A lot,Some,Some,Some,Only a few,Some,None,A lot,Some
470760,Some,Some,Some,Some,Some,Some,Only a few,Some,A lot
470761,Some,None,None,None,None,Some,None,A lot,Some
470763,None,Only a few,Only a few,Only a few,Only a few,Some,None,Only a few,A lot
470764,Only a few,Only a few,Only a few,A lot,Some,Some,Only a few,None,A lot
470765,None,Only a few,Only a few,Some,Some,None,Only a few,Only a few,Only a few
470768,None,Only a few,Some,Only a few,Only a few,Some,Some,Only a few,A lot
470771,A lot,Only a few,Some,None,Only a few,Only a few,None,A lot,Only a few
470773,None,Some,Some,A lot,Some,Some,Some,Some,Some
470775,Some,None,Some,None,None,Some,None,Some,Some
470776,A lot,Only a few,Some,Some,Only a few,Some,None,A lot,Only a few
470777,None,,None,Only a few,Only a few,A lot,A lot,None,None
470778,A lot,None,Some,Some,Only a few,Only a few,None,Some,Only a few
470780,None,Only a few,Some,A lot,Some,None,Some,None,A lot
470781,None,Some,None,Some,Some,Some,Some,Some,Only a few
470782,None,None,None,None,None,None,None,None,None
470784,None,Only a few,Some,Some,Some,Some,Some,Some,Some
470786,A lot,Some,A lot,A lot,Some,Some,Some,A lot,A lot
470787,A lot,Only a few,Some,Only a few,Only a few,Only a few,None,A lot,Some
470788,Only a few,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
470790,A lot,Only a few,A lot,A lot,Only a few,Some,None,A lot,Some
470791,A lot,None,Some,None,Some,None,None,A lot,None
470792,A lot,Some,Some,Only a few,Some,None,None,A lot,A lot
470794,A lot,Only a few,Some,Only a few,Some,Only a few,None,Some,Some
480841,None,Some,A lot,A lot,Some,A lot,A lot,A lot,A lot
470795,Some,Only a few,Some,Only a few,Some,Only a few,None,A lot,Some
470796,Some,Only a few,Some,None,None,Only a few,None,Some,Only a few
470797,Some,Some,Some,Some,Only a few,Some,None,A lot,Some
470798,A lot,None,None,A lot,None,Some,None,A lot,Some
470799,None,Some,Only a few,A lot,Some,Some,Some,Some,None
470800,None,Some,Some,Some,Only a few,Only a few,Some,Some,Some
470801,None,Some,Only a few,A lot,Some,Some,Some,Some,Some
470802,Some,Some,Some,Some,Only a few,Only a few,Only a few,Some,Some
470803,Some,Some,Some,Some,Some,Some,Some,A lot,Some
470804,Some,Only a few,Some,Some,Some,Some,Only a few,Some,A lot
470808,None,Only a few,Some,Some,Only a few,Some,Only a few,Some,A lot
470811,A lot,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Some,Some
470813,Some,Only a few,Some,Some,Some,Some,Only a few,Some,Some
470814,Some,Some,Some,Some,Some,Some,Only a few,A lot,A lot
480863,None,Only a few,Some,Some,A lot,Some,Some,Only a few,A lot
470816,None,Only a few,Some,Some,Some,Only a few,Some,A lot,A lot
470817,None,Some,Some,A lot,Some,A lot,Some,Some,None
470818,None,Only a few,A lot,Some,Only a few,A lot,Some,Some,Some
470819,None,Some,Some,A lot,Some,Some,A lot,Some,Some
470820,None,Only a few,A lot,Some,Some,A lot,Some,Some,A lot
470821,Some,Some,Some,A lot,Some,Some,Some,Some,Some
470822,Some,None,Some,Some,Only a few,A lot,Some,A lot,Some
470823,A lot,Some,Some,Some,Some,Only a few,None,A lot,Some
470825,None,None,Some,Some,Some,Some,Some,Only a few,A lot
470826,None,Some,Some,Some,Some,Some,Some,Some,Some
470827,Some,Only a few,Some,Some,Only a few,Some,None,A lot,A lot
470828,Some,Only a few,Some,Some,Only a few,Only a few,Some,Some,Some
470830,Some,None,Only a few,None,Only a few,Only a few,None,A lot,None
470832,A lot,None,A lot,Only a few,Only a few,Some,None,A lot,A lot
470837,None,None,Some,Some,None,None,Only a few,Some,Some
470838,Some,Only a few,Some,Some,Some,Some,Only a few,Some,Some
470839,None,None,Some,Some,Only a few,Some,Only a few,Some,Only a few
470840,Some,Some,A lot,A lot,Some,A lot,Only a few,A lot,Some
470841,None,Only a few,A lot,Some,Only a few,Some,None,Some,Some
470842,Only a few,Some,Some,A lot,Some,A lot,Some,Some,Some
470843,None,Only a few,Only a few,Some,Some,Some,Some,Only a few,Some
470844,None,Only a few,Only a few,A lot,Some,A lot,A lot,Some,Some
470845,A lot,Only a few,Some,Some,Only a few,None,None,A lot,A lot
470848,None,None,Only a few,Some,Some,Some,Some,Only a few,Only a few
470849,Only a few,Some,Some,A lot,Some,Some,Only a few,Some,Some
470852,A lot,Some,Some,Some,Only a few,Only a few,Some,Some,Some
470854,A lot,None,Some,Only a few,Only a few,None,None,A lot,A lot
470855,None,None,Only a few,Only a few,Some,Some,Some,Some,A lot
480904,Only a few,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
470856,None,Only a few,A lot,A lot,Only a few,A lot,Only a few,Some,A lot
470857,Some,Only a few,Some,Only a few,Only a few,Only a few,None,Some,Some
470858,Only a few,Only a few,Some,Some,A lot,A lot,Some,A lot,A lot
470859,Only a few,A lot,A lot,Some,Only a few,A lot,Only a few,Only a few,Only a few
470862,None,Some,Some,A lot,Some,Some,Some,Only a few,Some
470863,Only a few,Only a few,Some,Some,Only a few,Some,Some,Some,A lot
470864,None,Some,Some,Some,Some,Some,Only a few,Only a few,Some
470865,None,Some,Some,A lot,Some,A lot,A lot,Some,Some
470866,None,Only a few,Some,A lot,Only a few,Some,Some,Some,A lot
470868,None,None,A lot,A lot,None,A lot,None,A lot,A lot
470870,None,A lot,A lot,Some,Some,Some,Some,Some,Some
470871,Only a few,None,None,None,None,Only a few,None,A lot,Only a few
470872,Only a few,Some,A lot,A lot,A lot,Some,Some,Some,A lot
470873,A lot,Some,A lot,Some,Only a few,None,None,A lot,Some
470875,Some,Some,Some,Some,Some,Some,Some,Some,Some
470876,Some,Some,A lot,Some,Only a few,Some,A lot,A lot,A lot
470877,Some,None,Some,Some,Only a few,Some,None,Some,A lot
470878,None,Only a few,Only a few,Some,Some,Some,Some,Some,A lot
470880,Some,Some,Some,Some,Some,Some,Some,Some,Some
470881,Only a few,Only a few,A lot,Some,Some,Some,Some,Some,Some
470882,A lot,A lot,A lot,A lot,A lot,A lot,None,A lot,A lot
470883,Some,Only a few,Some,A lot,Some,A lot,Some,Some,A lot
470885,Some,Only a few,Only a few,Only a few,Some,Some,Only a few,Some,Some
470887,A lot,Only a few,Some,Only a few,A lot,Some,Only a few,A lot,A lot
470888,A lot,Only a few,A lot,Some,Some,Only a few,None,A lot,Some
470889,Some,Only a few,A lot,Some,,A lot,Some,A lot,A lot
470890,Some,Some,A lot,Some,Some,Some,Only a few,A lot,Some
470893,None,Some,Only a few,A lot,Only a few,Only a few,A lot,Some,A lot
470894,Some,Some,A lot,A lot,Some,A lot,Only a few,A lot,A lot
470895,Some,Some,Some,Some,Some,Some,Some,Some,A lot
470896,None,Some,Some,Some,Some,Some,Some,Some,Some
470898,Only a few,Only a few,Some,Some,Only a few,Some,A lot,Only a few,Some
470899,A lot,A lot,A lot,None,A lot,A lot,None,A lot,A lot
470900,A lot,Only a few,Some,Some,Some,Some,Only a few,Some,A lot
470901,None,None,None,A lot,Only a few,Only a few,Some,None,A lot
470902,Some,Only a few,A lot,A lot,Only a few,A lot,None,Some,Some
470904,Some,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Some
470905,Some,Some,Some,Some,Some,Some,Some,Some,Some
470906,None,Only a few,Some,Some,Only a few,Some,Only a few,Only a few,Some
470907,Some,Only a few,Only a few,Some,Some,Some,Only a few,Some,Some
470908,A lot,Some,Some,A lot,A lot,A lot,None,Some,A lot
470911,Some,Some,Some,Some,Some,Some,None,A lot,Some
470912,Some,Only a few,Some,Some,Only a few,Only a few,Only a few,Some,Only a few
470914,Some,Only a few,Some,Only a few,Some,Some,None,A lot,A lot
470915,A lot,Only a few,Some,Some,Only a few,Only a few,None,Some,Some
470920,None,None,Only a few,A lot,None,Only a few,Some,A lot,A lot
470923,A lot,None,Some,A lot,Some,Some,None,A lot,A lot
470924,Only a few,Only a few,Some,A lot,Only a few,Only a few,Some,Only a few,A lot
470925,None,Some,A lot,A lot,Only a few,Some,Some,A lot,A lot
470926,None,A lot,Some,A lot,A lot,A lot,A lot,A lot,A lot
470928,Only a few,Some,Some,Some,Some,Some,Some,Some,A lot
470930,Some,None,A lot,Some,A lot,Only a few,None,Some,Some
470932,A lot,Only a few,A lot,Some,Some,Some,None,A lot,Some
470933,Some,Only a few,Only a few,Only a few,None,Only a few,None,Some,Only a few
470934,Some,Some,Some,Some,Some,A lot,Some,A lot,Some
470935,Some,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot
470937,Some,Only a few,Some,Some,Some,Some,Only a few,Some,Some
470938,A lot,Only a few,A lot,Some,Only a few,Some,None,Some,A lot
470939,None,None,Some,A lot,A lot,A lot,A lot,Some,A lot
470940,Some,None,Some,Only a few,Only a few,Some,None,A lot,Some
470941,Some,Only a few,Some,Some,None,A lot,None,A lot,Some
470942,None,Some,Some,A lot,Some,Some,Some,Some,Some
470943,Some,Some,Some,Some,Some,Some,,Some,Some
470944,A lot,Only a few,Some,Only a few,None,None,None,A lot,Some
470946,Only a few,Only a few,Some,A lot,Some,Some,Only a few,A lot,A lot
470948,Only a few,None,Some,Some,None,Some,None,Some,Some
