 RespId,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q20,Q21,Q22,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10
484661,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474350,Not at all important,Not at all important,Not so important,Not at all important,Not at all important,Not at all important,Not so important,Not so important,Not so important,Somewhat important,Distrust the system,3.0,,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,,,Agree,Agree,,,Agree,,Agree,
474351,Very important,Somewhat important,Somewhat important,Not so important,Very important,Not so important,Somewhat important,Somewhat important,Not so important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,,,,,,,,,,,,,,,,,
474353,Not so important,Not at all important,Somewhat important,Somewhat important,Somewhat important,Not so important,Very important,Very important,Very important,Not so important,,3.0,In-person on Election Day,Not closely at all,Never,,,,,,,,,,,,,,,,,,,,,,,,
474354,Very important,Somewhat important,Very important,Not so important,Very important,Very important,Very important,Very important,Not so important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,,,,,,,,,,,,,
474356,Somewhat important,Somewhat important,Not so important,Not so important,Somewhat important,Not so important,Somewhat important,Somewhat important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Not very closely,Sometimes,No,Yes,No,Yes,No,No,,,Agree,,,,,,Agree,,Agree,,,,,Agree,,
474360,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,No,Yes,No,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
474361,Very important,Somewhat important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Not so important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,No,Yes,No,Yes,Agree,Agree,,,Agree,,,,,,,,,,,,,
474362,Very important,Somewhat important,Very important,Very important,Very important,Not at all important,Very important,Somewhat important,Very important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,,,,,,,,,,,,,
474363,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,Yes,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,Agree,,,,,,,,,,,
474364,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,,3.0,In-person on Election Day,Somewhat closely,Never,No,No,No,No,No,No,,,,,,,,,Agree,Agree,Agree,,,,,Agree,,Agree
474365,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not at all important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,,,,,,,,,,,,,
474367,Very important,Somewhat important,Very important,Not so important,Somewhat important,Somewhat important,Somewhat important,Very important,Not at all important,Somewhat important,,3.0,In-person before Election Day,Not very closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,,,,,,,,,,,,,,,,,
474368,Very important,Very important,Somewhat important,Not so important,Very important,Not so important,Not so important,Very important,Not at all important,Very important,,3.0,In-person before Election Day,Not closely at all,Rarely,No,No,No,No,No,No,,,,,,,,Agree,,,,,,,,Agree,,
474369,Very important,Somewhat important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,No,Yes,Agree,,Agree,,,Agree,Agree,,,,,,,,,,,
474370,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,,3.0,In-person on Election Day,Somewhat closely,Sometimes,No,No,No,No,No,No,,,,,,Agree,,,,,,,,,Agree,,,
474371,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,,Yes,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474372,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,,,,,,,,,,,,
474373,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,Agree,Agree,,,,,,,,,,,
474374,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,Agree,,,,,,,,,,,,
474378,Very important,Very important,Somewhat important,Not so important,Somewhat important,Not so important,Somewhat important,Very important,Not so important,Very important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Agree,,,,,,,,,,,,
484692,Very important,Not so important,Very important,Not so important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Other,3.0,In-person before Election Day,Somewhat closely,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,Agree
474379,Very important,Very important,Very important,Not at all important,Very important,Not so important,Not at all important,Not so important,Not at all important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,No,Agree,,,Agree,,Agree,Agree,,,,,,,,,,,
474380,Very important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,No,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,Agree,,,,,,,,,,,,
484695,Very important,Not so important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Not so important,Not at all important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,No,Yes,No,No,No,No,Agree,,,,,,,,,,,,,,,,,
474382,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,3.0,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,,Agree,,,,,,,,,,,
474384,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Not so important,,Yes,In-person on Election Day,Not very closely,Always/almost always,Yes,,Yes,Yes,Yes,Yes,Agree,,,Agree,,,,,,,,,,,,,,
474385,Very important,Not at all important,Very important,Not at all important,Very important,Not so important,Not so important,Somewhat important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Sometimes,Yes,No,No,No,No,No,Agree,Agree,Agree,Agree,,,,,,Agree,,,Agree,,,,,Agree
474387,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Sometimes,No,No,Yes,Yes,No,Yes,,,,,,,Agree,,Agree,,,,,,,,,
474388,Very important,Somewhat important,Somewhat important,Not at all important,Very important,Very important,Very important,Somewhat important,Not so important,Somewhat important,,No,In-person before Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,,,,,,,,,,,,
474389,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Not so important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,Agree,,,,,,,,,,,
474391,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,No,Mail-in/Absentee ballot,Very closely,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
474393,Very important,Somewhat important,Very important,Not so important,Very important,Not so important,Somewhat important,Very important,Not at all important,Very important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,,Agree,Agree,Agree,Agree,,,,,,,,,,,,
474394,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
474396,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,Agree,,,,,,,,,,,,
474399,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,No,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,,,,,,,,,,,,
484715,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,3.0,In-person before Election Day,Not closely at all,Rarely,Yes,Yes,No,Yes,No,Yes,,,,,,,Agree,,,,,,,,,Agree,,
474400,Very important,Not so important,Somewhat important,Not so important,Very important,Not so important,Somewhat important,Very important,Very important,Somewhat important,,No,In-person on Election Day,Not closely at all,Rarely,No,No,No,No,No,No,,,,,,,,Agree,,,,,,,,,,Agree
474401,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Not so important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,,,,,,Agree,,,,,,,,,,,
484718,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Not closely at all,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,Agree,Agree,,,,,,,,,,,
474402,Very important,Very important,Very important,Not at all important,Very important,Not at all important,Not so important,Somewhat important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
474404,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not so important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,Agree,,,,,,,,,,,
474405,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Distrust the system,No,In-person before Election Day,Somewhat closely,Rarely,No,Yes,No,No,No,No,,,,,,Agree,,,Agree,,,Agree,,,,,,
474408,Very important,Very important,Very important,Not so important,Very important,Not so important,Very important,Very important,Very important,Very important,,No,In-person before Election Day,Somewhat closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,,,Agree,,,,,,,,,,,,,,
474409,Very important,Not at all important,Very important,Not at all important,Very important,Not at all important,Somewhat important,Very important,Very important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,
474411,Somewhat important,Somewhat important,Very important,Not at all important,Somewhat important,Not at all important,Not so important,Somewhat important,Not so important,Not so important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,Agree,,Agree,,,,,,,,,,,,,
474413,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Not so important,Very important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,,,,,,,,,,,,,,
474414,Very important,Somewhat important,Very important,Not at all important,Very important,Not at all important,Not at all important,Not so important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,No,No,No,No,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
474416,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,No,Yes,No,Yes,Agree,,,Agree,,Agree,Agree,,,,,,,,,,,
474418,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,,,,,,,,,,,,,
474419,Very important,Very important,Very important,Not so important,Very important,Not at all important,Very important,Very important,Not at all important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,No,Yes,Agree,Agree,Agree,,Agree,,Agree,,,,,,,,,,,
474420,Somewhat important,Somewhat important,Somewhat important,Not at all important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Very important,,No,In-person before Election Day,Not very closely,Rarely,Yes,Yes,Yes,No,No,No,,,Agree,,,,Agree,,Agree,,,,,,,,,
474421,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,Agree,Agree,,,,,,,,,,,
474422,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not at all important,Somewhat important,,Yes,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,Agree,Agree,,,,,,,,,,,
474424,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Not so important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,Agree,,,,,,,,,,,
474427,Somewhat important,Very important,Somewhat important,Not so important,Somewhat important,Not so important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Somewhat closely,Rarely,No,Yes,No,Yes,No,Yes,Agree,,Agree,,Agree,,,,,,,,,,Agree,Agree,,
474428,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Very important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Agree,,,,,,,,,,,
474431,Very important,Very important,Very important,Not so important,Very important,Not so important,Somewhat important,Very important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,
474433,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,No,Yes,No,No,Agree,Agree,Agree,Agree,Agree,,Agree,,,,,,,,,,,
474434,Somewhat important,Somewhat important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,Yes,Mail-in/Absentee ballot,Not closely at all,Sometimes,No,Yes,No,No,No,No,Agree,Agree,,,,,,,,Agree,Agree,,Agree,,,,,
474435,Somewhat important,Not so important,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,,3.0,In-person on Election Day,Not very closely,Sometimes,Yes,Yes,No,No,No,No,,,Agree,,,,,,Agree,,Agree,,,,,,,
474436,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not at all important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Agree,,,,,,,,,,,
474437,Very important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not at all important,Very important,,No,In-person on Election Day,Very closely,Sometimes,Yes,Yes,Yes,Yes,Yes,No,Agree,Agree,Agree,,,,,,,,,,,,,,,Agree
474438,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,,No,Mail-in/Absentee ballot,Somewhat closely,Sometimes,Yes,No,No,Yes,No,No,,Agree,,,,,,,Agree,,,,,,,,,
474439,Not at all important,Not at all important,Not at all important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Doesn't matter,Yes,In-person before Election Day,Somewhat closely,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Agree,
474443,Somewhat important,Not so important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,Distrust the system,3.0,In-person on Election Day,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,Agree,,Agree,Agree,,,,Agree,Agree,
474444,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,,,Mail-in/Absentee ballot,Somewhat closely,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474446,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Not so important,Very important,Very important,Not at all important,Not so important,,3.0,In-person on Election Day,Not closely at all,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,,Agree,,,Agree,,,,,,,,,,,,
474447,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,,3.0,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,Agree,,,,,,,,,,,,,
474449,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Not closely at all,Always/almost always,Yes,Yes,No,No,No,No,,,,Agree,,,,,,,,,,,,,,
474450,Very important,Very important,Somewhat important,Not at all important,Very important,Somewhat important,Somewhat important,Very important,Not at all important,Not so important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,No,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,,,,,,,,,,,,,
474454,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474455,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not so important,Not so important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,Agree,,,,,,,,,,,,,,,
474457,Not so important,Not so important,Somewhat important,Very important,Not at all important,Very important,Very important,Somewhat important,Somewhat important,Not so important,Don’t want to,Yes,Mail-in/Absentee ballot,Not closely at all,Never,No,Yes,No,No,No,No,,,,,,,,,,,,,Agree,,,,,
474458,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,Agree,,,,,,,,,,,,
474460,Very important,Very important,Very important,Very important,Very important,,Very important,Very important,Somewhat important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,
474461,Very important,Very important,Very important,Not so important,Very important,Not so important,Somewhat important,Very important,Not so important,Very important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,No,Yes,Yes,Agree,,,,,,Agree,,,,,,,,,,,
474462,Very important,Very important,Very important,Not so important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,Agree,Agree,,,,,,,,,,,
474464,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Not so important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,Agree,,,,,,,,,,,,
474465,Very important,Very important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,No,Yes,No,Yes,Agree,,Agree,Agree,,,,,,,,,,,,,,
474466,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
474468,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,,3.0,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474469,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,,,,,,,,,,,,,
474471,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,,,,,,,,,,,,
474472,Somewhat important,Not so important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Not so important,Not so important,,No,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,No,Yes,,,Agree,,Agree,,,Agree,,,,,,,,,,
474473,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Sometimes,No,Yes,No,Yes,No,No,,,Agree,,,,,,,,,,Agree,,,,,
474474,Not at all important,Not at all important,Not at all important,Not so important,Not at all important,Not so important,Somewhat important,Somewhat important,Not at all important,Not at all important,Other,3.0,Mail-in/Absentee ballot,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Agree,
474475,Very important,Not so important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,Agree,Agree,,,,,,,,,,,,,,
474476,Very important,Somewhat important,Very important,Somewhat important,Very important,Not so important,Somewhat important,Very important,Somewhat important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,
474477,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,No,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,No,No,No,,,Agree,,,Agree,,,,,,,,,,,,
484797,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Not so important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474479,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not so important,Not so important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,,Agree,,,,,,,,,,,
474480,Very important,Not so important,Very important,Not so important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,Agree,,,,,,,,,,,,
474482,Somewhat important,Not so important,Not so important,Not so important,Not so important,Not so important,Somewhat important,Somewhat important,Not so important,Somewhat important,Don’t want to,3.0,Mail-in/Absentee ballot,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Agree,
474484,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474485,Very important,Very important,Very important,Not so important,Very important,Very important,Very important,Not so important,Not so important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,,Agree,,,,,,,,,,,,
474486,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Rarely,No,No,No,No,No,No,,,Agree,,,,,,Agree,,,,,,,,,
474487,Very important,Somewhat important,Very important,Not so important,Very important,Not so important,Somewhat important,Very important,Very important,Very important,,No,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Agree,,,,,,,,,,,
484809,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,,,,,,,,,,,,,
474489,Somewhat important,Not so important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Not eligible,3.0,Mail-in/Absentee ballot,Not very closely,Never,No,No,No,No,No,No,,,,,,,,,,,Agree,,,,,,,
474490,Not at all important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Very important,Not so important,Very important,Not at all important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
474491,Very important,Very important,Somewhat important,Not at all important,Very important,Not at all important,Not at all important,Very important,Not at all important,Very important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,Agree,,,Agree,,,,,,,,,,,,,
474492,Somewhat important,Somewhat important,Not so important,Not so important,Somewhat important,Not so important,Very important,Very important,Very important,Not so important,,No,Mail-in/Absentee ballot,Not very closely,Sometimes,No,Yes,No,Yes,No,Yes,Agree,,Agree,,Agree,,Agree,,,,Agree,,,,,,,
474493,Very important,Not so important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,No,Yes,No,Yes,No,Yes,,Agree,Agree,Agree,Agree,,,,,,,,,,,,,
474495,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Rarely,Yes,Yes,No,No,No,No,,,,Agree,,,,,,Agree,,,,,,,,
474496,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,,,,,,,,,,,,,
